IDpassageiro,Nome,Deck,NumeroCabine,PosicaoCabine,Procedencia,Destino,Idade,VIP,AllInclusive,ServicoCabine,Restaurante,Shopping,SPA,ParquedeAguas,Sobrevivente
1195_01,Mael Lancis,F,239,P,Europa,Monaco,28.0,0,0,2.0,558.0,0.0,0.0,0.0,1
8836_02,Jeron Mcinton,G,1430,P,Europa,Grecia,19.0,0,1,0.0,0.0,0.0,0.0,0.0,0
6934_01,Cats Nutty,F,1436,P,Africa,Grecia,47.0,0,0,160.0,0.0,1232.0,36.0,0.0,1
6157_01,Weros Bost,E,407,S,Africa,Grecia,49.0,0,0,460.0,86.0,92.0,659.0,0.0,0
3875_01,Teremy Garzaley,E,232,P,Europa,Grecia,19.0,0,0,0.0,0.0,3.0,785.0,0.0,0
4483_02,Fowoos Tepie,D,151,P,Africa,Grecia,63.0,0,0,3087.0,0.0,60.0,2.0,0.0,0
8824_01,Ruthy Whiters,F,1819,P,Europa,Grecia,29.0,0,0,128.0,0.0,130.0,132.0,473.0,0
0407_03,Dennya Mirez,G,69,P,Europa,Grecia,39.0,0,1,0.0,0.0,0.0,0.0,0.0,0
0141_01,Pyrohs Harte,F,30,P,Africa,Grecia,31.0,0,0,0.0,0.0,97.0,0.0,0.0,0
5642_01,Geonkaa Supred,B,216,S,America,Outros,35.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5740_02,Unukath Alaxed,A,52,P,America,Monaco,32.0,0,0,70.0,764.0,724.0,547.0,1297.0,0
1258_01,Tauva Cowsearney,A,10,P,America,Monaco,30.0,0,0,0.0,3628.0,289.0,1737.0,4987.0,0
3227_01,Eila Chardst,G,513,S,Europa,Grecia,21.0,0,0,63.0,15.0,407.0,397.0,0.0,0
1580_02,Janita Hinesh,G,246,S,Europa,Grecia,18.0,0,0,428.0,0.0,36.0,0.0,424.0,0
6921_05,Arrain Fordulgaug,C,255,S,America,Monaco,19.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1509_01,Sumpix Dal,E,95,P,Africa,Grecia,32.0,0,0,1240.0,0.0,58.0,0.0,0.0,0
0702_01,Briane Sellahaney,F,127,S,Europa,Grecia,24.0,0,0,121.0,237.0,4.0,387.0,54.0,0
1631_01,Toniel Kennetty,E,118,S,Europa,Grecia,61.0,0,0,1215.0,32.0,0.0,0.0,362.0,0
1775_01,Murie Mejiaddox,G,277,S,Europa,Grecia,43.0,0,0,0.0,0.0,870.0,0.0,14.0,1
9179_02,Hollie Tranciams,G,1494,P,Europa,Grecia,31.0,0,0,459.0,194.0,0.0,5.0,125.0,0
2992_01,Dont Sterreray,F,570,S,Outros,Malta,49.0,0,0,0.0,0.0,0.0,160.0,528.0,0
6862_02,Dianie Mcfaddennon,G,1115,S,Europa,Grecia,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0
5465_02,Cings Chité,F,1132,P,Outros,Grecia,49.0,0,0,226.0,11.0,2.0,1580.0,0.0,0
3134_01,Enifik Clughted,C,119,S,America,Malta,62.0,1,0,0.0,4513.0,0.0,85.0,1437.0,1
2590_03,Judya River,G,420,P,Europa,Malta,35.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1624_02,Dorice Barbes,G,250,S,Europa,Monaco,46.0,0,0,612.0,0.0,62.0,0.0,0.0,1
2483_01,Eulah Crayeson,F,477,S,Europa,Monaco,35.0,0,0,2594.0,195.0,0.0,0.0,0.0,0
3450_02,Weion Knocke,B,132,S,America,Grecia,21.0,0,0,0.0,2834.0,0.0,414.0,558.0,1
1027_04,Trine Dal,F,211,P,Africa,Monaco,3.0,0,0,0.0,0.0,0.0,0.0,0.0,1
6520_01,Erie Horndley,G,1060,S,Europa,Outros,19.0,0,0,0.0,4.0,0.0,1785.0,3.0,0
8252_02,Thondy Nieldsond,G,1341,P,Europa,Grecia,11.0,0,0,0.0,0.0,0.0,0.0,0.0,0
2360_01,Dorene Boyersons,G,379,P,Europa,Grecia,24.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8098_04,Hasim Mosteraked,B,269,P,America,Monaco,26.0,0,0,0.0,11598.0,0.0,3.0,386.0,1
9141_01,Alraid Valing,B,349,S,America,Grecia,56.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6169_01,Carley Harley,G,1000,S,Europa,Grecia,18.0,0,0,382.0,10.0,291.0,90.0,9.0,1
0222_02,Colf Deva,F,41,S,Africa,Grecia,24.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5301_01,Altara Pretive,B,181,P,America,Grecia,21.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4324_03,Oareel Krake,F,810,S,Africa,Grecia,25.0,0,0,412.0,0.0,567.0,775.0,0.0,0
0482_02,Isaacy Mallerez,F,88,S,Europa,Grecia,28.0,0,0,0.0,14.0,0.0,0.0,615.0,0
9254_01,Kenny Mallerez,G,1502,P,Europa,Malta,61.0,0,1,0.0,0.0,0.0,0.0,0.0,0
2439_01,Ninald Bardinard,F,504,P,Europa,Grecia,24.0,0,0,227.0,537.0,13.0,0.0,0.0,1
8371_01,Everly Lewinez,F,1605,S,Europa,Monaco,52.0,0,0,0.0,0.0,638.0,115.0,0.0,1
5744_01,Felice Hinglendez,G,931,S,Europa,Grecia,23.0,0,0,0.0,37.0,859.0,9.0,1.0,1
0504_05,Azharga Unpasine,B,19,S,America,Monaco,18.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4506_01,Bees Kashe,E,294,S,Africa,Grecia,19.0,0,0,160.0,0.0,889.0,0.0,0.0,0
3392_02,Jenn Gallard,G,541,S,Europa,Grecia,4.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8668_01,Mall Rapie,F,1783,P,Africa,Grecia,6.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2631_01,Sealfs Queke,F,545,P,Africa,Monaco,50.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4210_02,Naosura Siccertful,C,151,S,America,Monaco,28.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5223_01,Munda Ble,F,1002,S,Africa,Monaco,47.0,0,0,275.0,0.0,0.0,24.0,0.0,1
2581_02,Ianya Conney,F,531,P,Europa,Grecia,22.0,0,0,26.0,0.0,0.0,0.0,733.0,0
7446_01,Mamina Hopez,G,1204,P,Europa,Grecia,18.0,0,0,960.0,672.0,0.0,0.0,168.0,0
7767_01,Curtle Oconley,G,1257,S,Europa,Malta,22.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1286_01,Jackix Fache,F,248,S,Africa,Grecia,10.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6482_03,Nutch Letie,F,1237,S,Africa,Grecia,7.0,0,1,0.0,0.0,0.0,0.0,0.0,1
9074_05,Fayel Trerady,G,1460,S,Europa,Grecia,2.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8876_01,Mulkes Suarging,B,287,P,America,Monaco,44.0,0,0,0.0,71.0,7148.0,427.0,394.0,1
7210_01,Jonard Puckenton,F,1493,P,Europa,Grecia,25.0,0,0,0.0,0.0,879.0,0.0,0.0,0
6128_01,Samany Serry,G,992,P,Europa,Grecia,23.0,0,1,0.0,0.0,0.0,0.0,0.0,0
6539_01,Diskeh Hednigic,C,242,S,America,Grecia,44.0,0,0,0.0,819.0,835.0,266.0,4056.0,0
1381_01,Stevey Hoopez,G,209,S,Europa,Malta,20.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3095_01,Aarjel Rhuba,F,585,S,Africa,Malta,71.0,0,0,924.0,1284.0,10.0,9.0,0.0,0
2891_01,Gleney Ortinericey,G,460,S,Europa,Grecia,18.0,0,0,4.0,904.0,0.0,0.0,1.0,0
0684_02,Trohs Conie,F,145,P,Africa,Grecia,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
5036_01,Robyny Walterson,G,814,P,Europa,Malta,34.0,0,1,0.0,0.0,0.0,0.0,0.0,0
1024_01,Verly Chavezalez,F,209,P,Europa,Monaco,18.0,0,0,187.0,12.0,0.0,1277.0,0.0,0
1402_02,Leony Blacks,G,215,S,Europa,Monaco,33.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3188_01,Mass Reau,E,209,S,Africa,Monaco,31.0,0,1,0.0,0.0,0.0,0.0,0.0,0
3542_01,Beres Derry,F,669,S,Africa,Grecia,31.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2595_02,Ban Cakie,F,533,P,Africa,Grecia,4.0,0,0,0.0,0.0,0.0,0.0,0.0,1
3519_02,Kenny Swanardy,G,577,P,Europa,Grecia,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5950_01,Therry Fowlesterez,E,378,P,Europa,Grecia,32.0,0,0,0.0,5.0,0.0,64.0,0.0,0
9072_01,Gork Creke,F,1758,S,Outros,Grecia,23.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6175_03,Vandy Pittler,G,1000,P,Europa,Grecia,27.0,0,0,12.0,0.0,0.0,873.0,0.0,0
5844_01,Lavey Spencervan,E,369,P,Europa,Monaco,24.0,0,0,0.0,30.0,835.0,0.0,0.0,1
4927_02,Naish Brele,F,937,S,Africa,Grecia,22.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2268_01,Camiet Mcbriggins,G,366,P,Europa,Grecia,19.0,0,1,0.0,0.0,0.0,0.0,0.0,0
8475_02,Shellum Aindlylid,B,331,S,America,Monaco,21.0,0,0,2.0,4887.0,64.0,4952.0,1734.0,0
3555_01,Gwendy Sykess,F,735,P,Europa,Grecia,28.0,0,0,766.0,0.0,1.0,258.0,26.0,1
1979_01,Delley Moodson,F,376,S,Europa,Grecia,26.0,0,0,401.0,0.0,693.0,62.0,0.0,0
1331_01,Cathya Alshipson,G,200,S,Europa,Malta,24.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7188_02,Taura Imingle,C,233,P,America,Grecia,28.0,0,0,0.0,2896.0,46.0,5248.0,8169.0,0
4613_01,Tabdhib Inghtal,B,152,P,America,Grecia,40.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7234_01,Annard Merce,G,1163,P,Europa,Grecia,22.0,0,0,593.0,34.0,0.0,0.0,0.0,0
6181_01,Dyonif Muspereed,C,191,P,America,Grecia,36.0,0,0,0.0,2624.0,1657.0,2799.0,1.0,0
8260_01,Allena Daviddley,F,1582,S,Europa,Monaco,19.0,0,0,84.0,4.0,4.0,629.0,0.0,0
5945_01,Lavey Morez,G,970,S,Europa,Grecia,7.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6020_04,Jimmyn Hanner,G,974,P,Europa,Grecia,9.0,0,1,0.0,0.0,0.0,0.0,0.0,0
8566_01,Ferry Valexandez,G,1392,P,Europa,Grecia,22.0,0,0,3.0,214.0,0.0,0.0,591.0,0
6146_01,Scelava Groforacid,B,207,P,America,Grecia,31.0,0,0,0.0,0.0,0.0,0.0,0.0,0
9021_02,Spros Chake,D,286,P,Africa,Grecia,26.0,1,0,1297.0,0.0,62.0,0.0,364.0,0
6929_01,Nelly Llovers,G,1122,P,Europa,Grecia,4.0,0,0,0.0,0.0,0.0,0.0,0.0,1
7944_02,Alarkab Reewerpic,D,230,S,America,Grecia,39.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2074_01,Sadir Alaring,D,69,S,America,Grecia,24.0,0,0,1289.0,3343.0,0.0,4996.0,729.0,0
6109_01,Terons Inghtal,C,187,P,America,Grecia,13.0,0,0,0.0,9.0,0.0,0.0,5648.0,0
5061_01,Furudah Patoetic,C,196,S,America,Grecia,25.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4726_04,Hekabih Praugnox,C,187,S,America,Grecia,28.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1048_01,Deany Mcdon,F,216,P,Europa,Grecia,20.0,0,0,0.0,537.0,612.0,3.0,0.0,1
1661_04,Branev Fringh,A,20,S,America,Grecia,37.0,0,0,0.0,2390.0,0.0,1306.0,0.0,0
8727_01,Hencey Bulliamoses,F,1797,P,Europa,Monaco,28.0,0,0,34.0,0.0,0.0,0.0,658.0,0
3336_01,Heat Tirt,F,693,P,Africa,Grecia,60.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7757_02,Dyonevi Capplid,B,300,S,America,Grecia,43.0,0,0,0.0,8948.0,0.0,153.0,872.0,1
6921_03,Grum Stersetery,C,255,S,America,Grecia,23.0,0,0,69.0,6101.0,0.0,0.0,214.0,1
4539_01,Sanda Carterson,G,740,S,Europa,Monaco,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
7235_01,Cherkab Bruthydre,B,241,P,America,Outros,36.0,0,0,0.0,1606.0,511.0,89.0,2220.0,0
2075_01,Janne Yatters,F,402,S,Europa,Monaco,29.0,0,0,270.0,0.0,0.0,25.0,343.0,0
1806_01,Goos Hotte,E,138,S,Africa,Grecia,26.0,0,0,0.0,0.0,0.0,0.0,0.0,0
4485_01,Rooses Tirte,F,922,P,Africa,Grecia,34.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8202_06,Sinon Unkcatted,C,306,S,America,Grecia,53.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8757_01,Vine Danielps,G,1409,S,Europa,Grecia,28.0,0,0,1.0,1484.0,210.0,0.0,5.0,1
4912_02,Bats Bane,F,999,P,Africa,Grecia,15.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8704_01,Pie Facke,F,1686,S,Africa,Grecia,36.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7552_01,Jacky Callowery,E,490,P,Europa,Grecia,26.0,0,0,0.0,652.0,97.0,43.0,0.0,1
7356_01,Eline Merkins,G,1181,P,Europa,Grecia,40.0,0,1,0.0,0.0,0.0,0.0,0.0,0
3103_01,Aldibah Baleful,B,102,P,America,Grecia,52.0,1,0,0.0,7452.0,0.0,1158.0,7979.0,0
3149_01,Natha Portananney,G,494,S,Europa,Grecia,18.0,0,0,0.0,730.0,79.0,0.0,0.0,1
5089_01,Alrakan Aivering,B,170,P,America,Grecia,39.0,0,0,3926.0,2030.0,0.0,1483.0,611.0,0
3998_01,Batan Iniouser,C,129,P,America,Monaco,28.0,0,0,89.0,4826.0,0.0,2.0,1598.0,1
3932_01,Cint Vlate,E,265,S,Africa,Grecia,18.0,0,0,659.0,0.0,2316.0,0.0,23.0,1
7713_01,Nusoton Nairconed,B,296,S,America,Grecia,30.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7515_01,Monam Gre,F,1437,S,Africa,Grecia,24.0,0,1,0.0,0.0,0.0,0.0,0.0,0
7306_01,Toniel Stroyledgez,E,471,P,Europa,Monaco,26.0,0,0,1.0,0.0,0.0,0.0,718.0,1
3211_01,Stal Baldson,F,673,P,Europa,Grecia,24.0,0,0,11.0,0.0,9.0,2645.0,2.0,0
5018_01,Shanie Pooles,G,812,P,Europa,Grecia,13.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6253_01,Cinets Pota,F,1289,P,Africa,Grecia,57.0,0,0,368.0,0.0,636.0,1082.0,512.0,0
5927_03,Kraban Sysilstict,B,201,P,America,Monaco,46.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0304_01,Betena Ausivetpul,E,18,S,America,Grecia,28.0,0,0,0.0,422.0,0.0,1851.0,5166.0,0
4608_01,Colle Maystuarey,F,864,S,Europa,Monaco,31.0,0,0,2.0,20.0,1.0,1026.0,2.0,1
1289_02,Chelsa Fultz,G,195,S,Europa,Grecia,18.0,0,0,789.0,0.0,2.0,0.0,19.0,0
2701_01,Cliney Thorney,G,428,S,Europa,Malta,20.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2661_01,Leene Vandan,F,515,S,Europa,Grecia,19.0,0,0,1.0,4.0,0.0,750.0,3.0,0
0255_01,Ashir Mingious,A,3,S,America,Grecia,24.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0320_02,Garley Bellarkerd,G,44,S,Europa,Grecia,21.0,0,0,0.0,5.0,3.0,0.0,0.0,0
0123_01,Iree Fielson,F,27,P,Europa,Grecia,18.0,0,0,55.0,597.0,49.0,0.0,1.0,0
7419_02,Lerion Bardson,F,1535,P,Europa,Grecia,47.0,0,0,0.0,61.0,805.0,0.0,6.0,1
1410_01,Evane Lerez,F,279,P,Europa,Grecia,23.0,0,0,0.0,567.0,896.0,0.0,122.0,0
8812_01,Bar Part,E,564,P,Africa,Grecia,23.0,0,1,0.0,0.0,0.0,0.0,0.0,0
8728_06,Kendy Fulloydez,G,1416,P,Europa,Malta,32.0,0,1,0.0,0.0,0.0,0.0,0.0,0
9046_01,Alphah Cratrave,C,335,S,America,Monaco,25.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7190_01,Lilace Rutler,G,1171,S,Europa,Monaco,14.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1742_01,Anack Trad,D,55,P,Africa,Malta,34.0,1,0,49.0,478.0,387.0,0.0,0.0,0
7225_01,Hasim Fawnsive,A,77,P,America,Monaco,37.0,0,0,0.0,1379.0,130.0,1488.0,75.0,0
8628_01,Enry Johnsondez,F,1664,S,Europa,Malta,49.0,0,0,0.0,18.0,0.0,0.0,686.0,0
0375_01,Luzel Vincenton,E,22,P,Europa,Grecia,20.0,0,0,0.0,0.0,558.0,0.0,230.0,0
8954_01,Ianne Torrez,G,1452,P,Europa,Malta,73.0,0,0,1806.0,0.0,47.0,0.0,0.0,0
4775_01,Willy Fultz,G,778,S,Europa,Grecia,22.0,0,0,123.0,1.0,660.0,0.0,0.0,1
2544_02,Alinon Sernator,B,97,S,America,Grecia,42.0,0,0,41.0,1912.0,0.0,1899.0,43.0,0
8885_01,Squars Anake,D,269,S,Africa,Grecia,29.0,0,0,876.0,1.0,54.0,125.0,0.0,0
5194_01,Sabi Ainatint,B,176,P,America,Grecia,18.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1391_03,Frunch Apie,F,276,P,Africa,Outros,44.0,0,0,485.0,2.0,210.0,0.0,351.0,0
2081_01,Brie Moodsey,F,411,P,Europa,Malta,17.0,0,0,8.0,911.0,0.0,0.0,0.0,1
4552_01,Cinst Bake,F,937,P,Africa,Grecia,43.0,0,0,375.0,103.0,1990.0,36.0,0.0,1
7121_01,Alkurak Dressink,B,269,S,America,Monaco,23.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0599_02,Bases Crité,F,124,P,Africa,Grecia,4.0,0,0,0.0,0.0,0.0,0.0,0.0,1
1651_03,Deanny Wonglasquez,G,266,P,Europa,Malta,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2822_05,Melvia Harverez,G,450,S,Outros,Grecia,8.0,0,1,0.0,0.0,0.0,0.0,0.0,0
6069_01,Hers Buthe,D,185,S,Africa,Monaco,15.0,0,0,3811.0,0.0,109.0,236.0,0.0,0
6340_02,Anyonon Pressive,C,195,P,America,Monaco,25.0,0,0,484.0,11441.0,0.0,4.0,5477.0,0
0446_01,Hadira Singmage,B,21,P,America,Monaco,22.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2175_01,Gabria Callowery,G,348,S,Europa,Monaco,58.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5064_01,Alraiam Gocent,A,62,S,America,Monaco,22.0,0,0,1961.0,82.0,0.0,3025.0,2406.0,0
5176_01,Helle Sawyerson,E,323,P,Europa,Grecia,23.0,0,0,576.0,207.0,0.0,0.0,9.0,0
7691_01,Jack Nate,F,1598,P,Africa,Grecia,42.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4411_01,Alendy Parsoney,G,721,S,Europa,Malta,37.0,0,0,715.0,0.0,54.0,0.0,0.0,1
0876_01,Teryla Leodger,F,166,S,Europa,Grecia,35.0,0,0,12.0,687.0,46.0,2.0,0.0,0
0357_01,Eduard Mcleaney,F,65,S,Europa,Grecia,41.0,0,0,0.0,1198.0,0.0,124.0,572.0,0
3506_01,Minoces Hometerval,B,113,P,America,Monaco,48.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7387_01,Okulas Blercat,C,240,P,America,Grecia,40.0,0,0,0.0,3508.0,761.0,12.0,32.0,1
1778_01,Stanya Adkinson,G,279,S,Europa,Malta,15.0,0,1,0.0,0.0,0.0,0.0,0.0,0
0356_01,Pharmus Gloyanthy,B,15,P,America,Monaco,36.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0221_01,Cowhex Blan,E,13,S,Africa,Monaco,21.0,0,0,2237.0,0.0,119.0,0.0,0.0,0
2769_01,Lindy Fishopper,F,573,P,Europa,Malta,22.0,0,0,0.0,837.0,192.0,0.0,0.0,0
1384_04,Shard Mayods,F,269,S,Europa,Grecia,41.0,0,0,338.0,0.0,377.0,2.0,86.0,1
8482_01,Lynnie Thonyderson,G,1358,S,Europa,Monaco,47.0,0,1,0.0,0.0,0.0,0.0,0.0,0
3790_01,Trick Meyersones,G,620,P,Outros,Grecia,13.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1769_01,Choney Sinda,F,339,S,Africa,Grecia,58.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8144_04,Dhena Donotaked,B,270,P,America,Grecia,5.0,0,0,0.0,0.0,0.0,0.0,0.0,1
7770_01,Candyn Oneiles,G,1258,S,Europa,Grecia,17.0,0,0,527.0,124.0,37.0,290.0,30.0,0
0576_01,Melice Herry,F,107,S,Europa,Outros,21.0,0,0,0.0,0.0,625.0,110.0,0.0,0
5626_01,Fayen Vinston,G,911,S,Europa,Malta,23.0,0,1,0.0,0.0,0.0,0.0,0.0,1
9205_01,Thaldah Brakeng,B,300,P,America,Monaco,37.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8056_01,Ionium Ausivetpul,C,262,P,America,Grecia,54.0,0,0,0.0,793.0,0.0,87.0,1567.0,0
1772_01,Cheats Butty,F,348,P,Africa,Grecia,30.0,0,0,1220.0,0.0,49.0,39.0,0.0,0
4693_01,Atrino Rewmid,B,186,S,America,Grecia,29.0,1,0,0.0,920.0,0.0,2052.0,3687.0,0
6708_03,Furuson Sysilstict,A,67,P,America,Grecia,36.0,0,0,994.0,526.0,0.0,7.0,1279.0,0
8182_01,Jaimez Fowlesterez,F,1564,S,Europa,Malta,18.0,0,0,0.0,220.0,4.0,0.0,532.0,0
7096_03,Aspica Tashal,C,260,S,America,Grecia,30.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8612_01,Carlen Welles,G,1399,P,Outros,Grecia,31.0,0,0,4.0,9.0,870.0,0.0,0.0,0
0769_01,Astrah Reeddommy,B,28,S,America,Monaco,54.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8222_02,Hock Sidie,F,1697,P,Africa,Grecia,18.0,0,0,32.0,1255.0,1.0,0.0,0.0,1
6111_01,Hyaduma Folumorly,A,58,P,America,Grecia,32.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8119_02,Willey Tersimpson,F,1555,S,Europa,Monaco,20.0,0,0,6.0,1119.0,0.0,24.0,13.0,1
2327_01,Alyat Oidederval,B,68,P,America,Grecia,32.0,0,0,0.0,4106.0,388.0,892.0,2.0,1
5390_02,Mayne Owerson,G,872,S,Europa,Malta,20.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7180_01,Tany Cardners,E,478,S,Europa,Grecia,38.0,0,0,0.0,338.0,0.0,453.0,0.0,0
1687_01,Bases Batte,F,334,P,Africa,Grecia,26.0,1,0,714.0,450.0,208.0,0.0,44.0,0
4571_01,Ricia Crosbornes,G,745,S,Europa,Grecia,24.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7219_06,Isoton Arible,C,235,P,America,Grecia,32.0,0,0,0.0,163.0,0.0,6953.0,50.0,0
1378_02,Ellena Caineson,F,275,P,Europa,Grecia,22.0,0,0,926.0,0.0,0.0,0.0,78.0,1
6344_01,Mariel Reynoldez,G,1023,P,Europa,Monaco,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
3462_01,Achib Ingascomet,C,115,P,America,Grecia,28.0,0,1,0.0,0.0,0.0,0.0,0.0,1
9132_02,Pil Ancy,F,1871,P,Africa,Grecia,28.0,0,0,1789.0,16.0,3.0,10.0,1.0,0
8687_01,Annon Cartiz,F,1680,S,Europa,Grecia,24.0,0,0,0.0,0.0,594.0,95.0,0.0,1
8366_05,Dorah Burnewman,G,1364,P,Europa,Grecia,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0
1746_01,Clers Bache,F,331,S,Africa,Grecia,50.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0250_01,Camily Kramosley,G,38,S,Europa,Malta,47.0,0,1,0.0,0.0,0.0,0.0,0.0,0
5375_01,Scharab Tramsor,C,210,S,America,Grecia,13.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6276_01,Coracy Grifford,G,1011,P,Europa,Monaco,23.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0499_01,Eclass Meake,F,89,S,Africa,Monaco,27.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0580_01,Guye Wagnerray,G,87,P,Europa,Grecia,49.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6137_05,Loree Serry,G,994,S,Europa,Grecia,2.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5361_01,Elica Brantuarez,F,1101,P,Europa,Malta,18.0,0,0,0.0,0.0,0.0,150.0,0.0,1
5199_01,Luxonon Cuplial,D,158,S,America,Grecia,35.0,0,0,0.0,725.0,3415.0,0.0,1.0,0
3932_02,Fal Vlate,D,129,S,Africa,Monaco,34.0,0,0,2.0,0.0,805.0,29.0,0.0,1
1829_03,Luxion Clumshangs,D,56,P,America,Grecia,22.0,0,0,0.0,8882.0,21.0,2204.0,19.0,1
0581_01,Chael Woodgezalez,E,38,S,Europa,Grecia,22.0,0,0,0.0,0.0,601.0,183.0,4.0,0
3467_01,Feryla Webstephrey,F,712,P,Europa,Grecia,51.0,0,0,90.0,0.0,0.0,881.0,0.0,0
4997_01,Diphah Disgul,C,156,P,America,Grecia,52.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4569_02,Aldah Honchoe,B,151,P,America,Monaco,37.0,0,0,0.0,2235.0,7.0,4098.0,89.0,0
3562_01,Cole Nad,E,212,P,Africa,Monaco,21.0,0,0,2581.0,354.0,1158.0,139.0,548.0,0
3927_01,Skyrmak Tionstious,C,142,S,America,Monaco,38.0,0,0,55.0,1258.0,0.0,650.0,10786.0,0
8344_02,Tops Pare,D,247,S,Africa,Grecia,38.0,0,0,30.0,434.0,117.0,372.0,0.0,1
2712_01,Mothab Doorge,B,105,S,America,Grecia,44.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7171_01,Stancy Wardendez,G,1155,P,Europa,Grecia,37.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5960_02,Aliakan Dister,C,222,S,America,Grecia,29.0,0,0,3215.0,1211.0,4.0,7.0,417.0,1
4176_02,Lidex Opité,F,859,P,Africa,Grecia,20.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6313_02,Salas Sempribly,D,190,S,Outros,Grecia,34.0,0,0,6.0,878.0,0.0,10.0,2203.0,0
2336_01,Alhail Fulatorly,A,30,S,America,Monaco,45.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5956_01,Hard Kramosley,E,379,P,Europa,Grecia,21.0,0,0,12.0,0.0,0.0,1658.0,0.0,0
5855_01,Hanna Horndley,F,1209,P,Europa,Grecia,64.0,0,0,0.0,623.0,1827.0,0.0,0.0,1
0417_01,Lesatik Poicaptic,B,18,P,America,Monaco,68.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8203_01,Altan Pernised,C,307,S,America,Monaco,23.0,0,0,0.0,395.0,0.0,6.0,0.0,0
8005_01,Thel Olivasquez,F,1528,S,Europa,Monaco,22.0,0,0,0.0,15.0,0.0,548.0,124.0,0
0401_02,Parney Pimne,D,14,S,Africa,Grecia,30.0,0,0,1770.0,0.0,0.0,13.0,0.0,0
